type,value
CCN(worst),4
CCN(average),2.0
CCN(violate),0
LOC(worst),41
LOC(average),13.5
LOC(violate),0
Parameter(worst),3
Parameter(average),1.4
Parameter(violate),0
Token(worst),276
Token(average),108.4
type,value
CCN(warning),0
LOC(warning),0
Parameter(warning),0
