type,value
CCN(worst),4
CCN(average),1.8
CCN(violate),0
LOC(worst),22
LOC(average),11.7
LOC(violate),0
Parameter(worst),4
Parameter(average),2.7
Parameter(violate),0
Token(worst),242
Token(average),104.5
CCN(warning),0
LOC(warning),0
Parameter(warning),0
