type,value
CCN(worst),11
CCN(average),2.8
CCN(violate),0
LOC(worst),52
LOC(average),25.8
LOC(violate),0
Parameter(worst),4
Parameter(average),2.2
Parameter(violate),0
Token(worst),503
Token(average),254.3
CCN(warning),1
LOC(warning),0
Parameter(warning),0
