type,value
CCN(worst),5
CCN(average),1.7
CCN(violate),0
LOC(worst),34
LOC(average),10.8
LOC(violate),0
Parameter(worst),6
Parameter(average),1.2
Parameter(violate),0
Token(worst),339
Token(average),87.4
type,value
CCN(warning),0
LOC(warning),0
Parameter(warning),0
