type,value
CCN(worst),14
CCN(average),1.5
CCN(violate),0
LOC(worst),55
LOC(average),5.6
LOC(violate),0
Parameter(worst),3
Parameter(average),0.5
Parameter(violate),0
Token(worst),375
Token(average),38.4
CCN(warning),3
LOC(warning),0
Parameter(warning),0
