type,value
CCN(worst),36452
CCN(average),7.7
CCN(violate),211
LOC(worst),92604
LOC(average),27.2
LOC(violate),37
Parameter(worst),21
Parameter(average),1.5
Parameter(violate),195
Token(worst),1292790
Token(average),271.6
CCN(warning),2579
LOC(warning),7
Parameter(warning),0
