type,value
CCN(worst),6
CCN(average),2.5
CCN(violate),0
LOC(worst),89
LOC(average),31.2
LOC(violate),0
Parameter(worst),2
Parameter(average),1.0
Parameter(violate),0
Token(worst),790
Token(average),206.0
type,value
CCN(warning),1
LOC(warning),0
Parameter(warning),0
