type,value
CCN(worst),7
CCN(average),1.9
CCN(violate),0
LOC(worst),29
LOC(average),13.2
LOC(violate),0
Parameter(worst),2
Parameter(average),1.1
Parameter(violate),0
Token(worst),224
Token(average),94.9
CCN(warning),1
LOC(warning),0
Parameter(warning),0
