type,value
CCN(worst),44
CCN(average),6.1
CCN(violate),1
LOC(worst),115
LOC(average),24.3
LOC(violate),0
Parameter(worst),4
Parameter(average),1.8
Parameter(violate),0
Token(worst),718
Token(average),126.7
