type,value
CCN(worst),1
CCN(average),1.0
CCN(violate),0
LOC(worst),15
LOC(average),15.0
LOC(violate),0
Parameter(worst),0
Parameter(average),0.0
Parameter(violate),0
Token(worst),87
Token(average),87.0
type,value
CCN(warning),0
LOC(warning),0
Parameter(warning),0
