type,value
CCN(worst),4
CCN(average),1.8333333333333333
CCN(violate),0
LOC(worst),22
LOC(average),11.666666666666666
LOC(violate),0
Parameter(worst),4
Parameter(average),2.6666666666666665
Parameter(violate),0
Token(worst),242
Token(average),104.5
