type,value
CCN(worst),1
CCN(average),1.0
CCN(violate),0
LOC(worst),297
LOC(average),136.7
LOC(violate),3
Parameter(worst),2
Parameter(average),0.4
Parameter(violate),0
Token(worst),1152
Token(average),556.1
CCN(warning),0
LOC(warning),0
Parameter(warning),0
