type,value
CCN(worst),7
CCN(average),3.25
CCN(violate),0
LOC(worst),76
LOC(average),27.0
LOC(violate),0
Parameter(worst),2
Parameter(average),1.125
Parameter(violate),0
Token(worst),797
Token(average),224.75
