type,value
CCN(worst),44
CCN(average),3.357142857142857
CCN(violate),2
LOC(worst),187
LOC(average),14.685714285714285
LOC(violate),0
Parameter(worst),10
Parameter(average),0.8
Parameter(violate),2
Token(worst),1466
Token(average),90.71428571428571
