type,value
CCN(worst),29
CCN(average),8.0
CCN(violate),1
LOC(worst),143
LOC(average),52.3
LOC(violate),0
Parameter(worst),1
Parameter(average),0.5
Parameter(violate),0
Token(worst),861
Token(average),356.5
type,value
CCN(warning),1
LOC(warning),0
Parameter(warning),0
