type,value
CCN(worst),5
CCN(average),2.8
CCN(violate),0
LOC(worst),81
LOC(average),38.2
LOC(violate),0
Parameter(worst),2
Parameter(average),1.2
Parameter(violate),0
Token(worst),543
Token(average),272.5
CCN(warning),0
LOC(warning),0
Parameter(warning),0
