type,value
CCN(worst),14
CCN(average),2.5
CCN(violate),0
LOC(worst),57
LOC(average),10.1
LOC(violate),0
Parameter(worst),7
Parameter(average),0.8
Parameter(violate),1
Token(worst),383
Token(average),58.9
type,value
CCN(warning),4
LOC(warning),0
Parameter(warning),0
