type,value
CCN(worst),21
CCN(average),1.78125
CCN(violate),1
LOC(worst),81
LOC(average),9.015625
LOC(violate),0
Parameter(worst),4
Parameter(average),0.8125
Parameter(violate),0
Token(worst),770
Token(average),67.6328125
