type,value
CCN(worst),14
CCN(average),1.75
CCN(violate),0
LOC(worst),80
LOC(average),10.671052631578947
LOC(violate),0
Parameter(worst),8
Parameter(average),1.4276315789473684
Parameter(violate),1
Token(worst),638
Token(average),81.125
