type,value
CCN(worst),10
CCN(average),1.9
CCN(violate),0
LOC(worst),50
LOC(average),10.1
LOC(violate),0
Parameter(worst),8
Parameter(average),2.0
Parameter(violate),2
Token(worst),405
Token(average),75.5
type,value
CCN(warning),8
LOC(warning),0
Parameter(warning),0
