type,value
CCN(worst),7
CCN(average),1.6
CCN(violate),0
LOC(worst),43
LOC(average),12.3
LOC(violate),0
Parameter(worst),3
Parameter(average),0.9
Parameter(violate),0
Token(worst),401
Token(average),93.3
