type,value
CCN(worst),13
CCN(average),2.0
CCN(violate),0
LOC(worst),80
LOC(average),8.7
LOC(violate),0
Parameter(worst),6
Parameter(average),1.5
Parameter(violate),0
Token(worst),848
Token(average),59.3
type,value
CCN(warning),5
LOC(warning),0
Parameter(warning),0
