type,value
CCN(worst),2
CCN(average),1.3
CCN(violate),0
LOC(worst),65
LOC(average),13.9
LOC(violate),0
Parameter(worst),2
Parameter(average),1.9
Parameter(violate),0
Token(worst),784
Token(average),137.0
