type,value
CCN(worst),7
CCN(average),1.9
CCN(violate),0
LOC(worst),63
LOC(average),15.7
LOC(violate),0
Parameter(worst),2
Parameter(average),1.3
Parameter(violate),0
Token(worst),509
Token(average),117.5
CCN(warning),1
LOC(warning),0
Parameter(warning),0
