type,value
CCN(worst),12
CCN(average),2.8
CCN(violate),0
LOC(worst),96
LOC(average),19.6
LOC(violate),0
Parameter(worst),3
Parameter(average),0.7
Parameter(violate),0
Token(worst),961
Token(average),146.7
CCN(warning),4
LOC(warning),0
Parameter(warning),0
