type,value
CCN(worst),7
CCN(average),1.8
CCN(violate),0
LOC(worst),52
LOC(average),14.6
LOC(violate),0
Parameter(worst),2
Parameter(average),1.3
Parameter(violate),0
Token(worst),431
Token(average),110.9
CCN(warning),1
LOC(warning),0
Parameter(warning),0
