type,value
CCN(worst),10
CCN(average),2.0
CCN(violate),0
LOC(worst),50
LOC(average),10.3
LOC(violate),0
Parameter(worst),8
Parameter(average),2.0
Parameter(violate),2
Token(worst),502
Token(average),78.6
CCN(warning),9
LOC(warning),0
Parameter(warning),0
