type,value
CCN(worst),7
CCN(average),1.5384615384615385
CCN(violate),0
LOC(worst),29
LOC(average),7.230769230769231
LOC(violate),0
Parameter(worst),3
Parameter(average),0.6923076923076923
Parameter(violate),0
Token(worst),191
Token(average),43.46153846153846
