type,value
CCN(worst),5
CCN(average),2.7
CCN(violate),0
LOC(worst),19
LOC(average),10.9
LOC(violate),0
Parameter(worst),3
Parameter(average),2.0
Parameter(violate),0
Token(worst),152
Token(average),70.8
CCN(warning),0
LOC(warning),0
Parameter(warning),0
