type,value
CCN(worst),10
CCN(average),1.6
CCN(violate),0
LOC(worst),48
LOC(average),9.4
LOC(violate),0
Parameter(worst),9
Parameter(average),1.7
Parameter(violate),3
Token(worst),455
Token(average),67.7
CCN(warning),2
LOC(warning),0
Parameter(warning),0
