type,value
CCN(worst),8
CCN(average),5.5
CCN(violate),0
LOC(worst),30
LOC(average),22.0
LOC(violate),0
Parameter(worst),1
Parameter(average),1.0
Parameter(violate),0
Token(worst),311
Token(average),219.5
type,value
CCN(warning),1
LOC(warning),0
Parameter(warning),0
