type,value
CCN(worst),10
CCN(average),2.2
CCN(violate),0
LOC(worst),52
LOC(average),13.8
LOC(violate),0
Parameter(worst),3
Parameter(average),1.1
Parameter(violate),0
Token(worst),506
Token(average),107.2
CCN(warning),4
LOC(warning),0
Parameter(warning),0
