type,value
CCN(worst),7
CCN(average),2.5
CCN(violate),0
LOC(worst),59
LOC(average),20.2
LOC(violate),0
Parameter(worst),4
Parameter(average),1.3
Parameter(violate),0
Token(worst),574
Token(average),146.0
CCN(warning),1
LOC(warning),0
Parameter(warning),0
