type,value
CCN(worst),1
CCN(average),1.0
CCN(violate),0
LOC(worst),197
LOC(average),103.7
LOC(violate),0
Parameter(worst),2
Parameter(average),0.5
Parameter(violate),0
Token(worst),805
Token(average),433.5
