type,value
CCN(worst),36452
CCN(average),5.1
CCN(violate),377
LOC(worst),92604
LOC(average),19.2
LOC(violate),54
Parameter(worst),21
Parameter(average),1.6
Parameter(violate),593
Token(worst),1292790
Token(average),176.6
CCN(warning),4890
LOC(warning),7
Parameter(warning),0
