type,value
CCN(worst),1
CCN(average),1.0
CCN(violate),0
LOC(worst),264
LOC(average),206.6
LOC(violate),3
Parameter(worst),0
Parameter(average),0.0
Parameter(violate),0
Token(worst),1023
Token(average),816.2
CCN(warning),0
LOC(warning),0
Parameter(warning),0
