type,value
CCN(worst),17
CCN(average),3.1
CCN(violate),0
LOC(worst),95
LOC(average),17.3
LOC(violate),0
Parameter(worst),8
Parameter(average),2.1
Parameter(violate),5
Token(worst),1032
Token(average),156.0
CCN(warning),15
LOC(warning),0
Parameter(warning),0
