type,value
CCN(worst),6
CCN(average),2.5
CCN(violate),0
LOC(worst),96
LOC(average),32.8
LOC(violate),0
Parameter(worst),2
Parameter(average),1.0
Parameter(violate),0
Token(worst),852
Token(average),220.2
CCN(warning),1
LOC(warning),0
Parameter(warning),0
