type,value
CCN(worst),1
CCN(average),1.0
CCN(violate),0
LOC(worst),32
LOC(average),11.0
LOC(violate),0
Parameter(worst),2
Parameter(average),1.3529411764705883
Parameter(violate),0
Token(worst),291
Token(average),71.94117647058823
