type,value
CCN(worst),10
CCN(average),2.3
CCN(violate),0
LOC(worst),52
LOC(average),14.9
LOC(violate),0
Parameter(worst),3
Parameter(average),1.2
Parameter(violate),0
Token(worst),496
Token(average),118.0
CCN(warning),4
LOC(warning),0
Parameter(warning),0
