type,value
CCN(worst),5
CCN(average),1.6111111111111112
CCN(violate),0
LOC(worst),50
LOC(average),18.5
LOC(violate),0
Parameter(worst),3
Parameter(average),1.2777777777777777
Parameter(violate),0
Token(worst),377
Token(average),122.33333333333333
