type,value
CCN(worst),3
CCN(average),1.4
CCN(violate),0
LOC(worst),50
LOC(average),29.1
LOC(violate),0
Parameter(worst),6
Parameter(average),1.8
Parameter(violate),0
Token(worst),486
Token(average),204.9
CCN(warning),0
LOC(warning),0
Parameter(warning),0
