type,value
CCN(worst),17
CCN(average),2.6
CCN(violate),0
LOC(worst),45
LOC(average),11.7
LOC(violate),0
Parameter(worst),3
Parameter(average),0.8
Parameter(violate),0
Token(worst),594
Token(average),96.4
type,value
CCN(warning),1
LOC(warning),0
Parameter(warning),0
