type,value
CCN(worst),2
CCN(average),2.0
CCN(violate),0
LOC(worst),244
LOC(average),244.0
LOC(violate),1
Parameter(worst),0
Parameter(average),0.0
Parameter(violate),0
Token(worst),991
Token(average),991.0
