type,value
CCN(worst),8
CCN(average),2.8
CCN(violate),0
LOC(worst),52
LOC(average),20.5
LOC(violate),0
Parameter(worst),2
Parameter(average),0.9
Parameter(violate),0
Token(worst),336
Token(average),138.9
CCN(warning),2
LOC(warning),0
Parameter(warning),0
