type,value
CCN(worst),1
CCN(average),1.0
CCN(violate),0
LOC(worst),32
LOC(average),11.0
LOC(violate),0
Parameter(worst),2
Parameter(average),1.4
Parameter(violate),0
Token(worst),291
Token(average),71.9
type,value
CCN(warning),0
LOC(warning),0
Parameter(warning),0
