type,value
CCN(worst),7
CCN(average),3.0
CCN(violate),0
LOC(worst),75
LOC(average),29.0
LOC(violate),0
Parameter(worst),1
Parameter(average),0.8
Parameter(violate),0
Token(worst),535
Token(average),180.5
type,value
CCN(warning),1
LOC(warning),0
Parameter(warning),0
