type,value
CCN(worst),22
CCN(average),3.7
CCN(violate),1
LOC(worst),72
LOC(average),15.2
LOC(violate),0
Parameter(worst),4
Parameter(average),1.2
Parameter(violate),0
Token(worst),383
Token(average),89.3
type,value
CCN(warning),2
LOC(warning),0
Parameter(warning),0
