type,value
CCN(worst),22
CCN(average),5.25
CCN(violate),1
LOC(worst),64
LOC(average),24.125
LOC(violate),0
Parameter(worst),4
Parameter(average),1.5625
Parameter(violate),0
Token(worst),504
Token(average),184.625
