type,value
CCN(worst),7
CCN(average),1.9
CCN(violate),0
LOC(worst),31
LOC(average),13.4
LOC(violate),0
Parameter(worst),2
Parameter(average),1.1
Parameter(violate),0
Token(worst),240
Token(average),96.7
CCN(warning),1
LOC(warning),0
Parameter(warning),0
