type,value
CCN(worst),10
CCN(average),1.9060402684563758
CCN(violate),0
LOC(worst),50
LOC(average),10.0
LOC(violate),0
Parameter(worst),8
Parameter(average),1.9664429530201342
Parameter(violate),2
Token(worst),405
Token(average),75.22147651006712
