type,value
CCN(worst),47
CCN(average),3.8
CCN(violate),1
LOC(worst),173
LOC(average),14.3
LOC(violate),0
Parameter(worst),3
Parameter(average),1.4
Parameter(violate),0
Token(worst),1445
Token(average),105.6
type,value
CCN(warning),5
LOC(warning),0
Parameter(warning),0
