type,value
CCN(worst),1
CCN(average),1.0
CCN(violate),0
LOC(worst),25
LOC(average),12.7
LOC(violate),0
Parameter(worst),2
Parameter(average),1.3
Parameter(violate),0
Token(worst),273
Token(average),112.7
CCN(warning),0
LOC(warning),0
Parameter(warning),0
