type,value
CCN(worst),12
CCN(average),2.2
CCN(violate),0
LOC(worst),61
LOC(average),15.1
LOC(violate),0
Parameter(worst),7
Parameter(average),1.0
Parameter(violate),1
Token(worst),437
Token(average),124.7
CCN(warning),2
LOC(warning),0
Parameter(warning),0
