type,value
CCN(worst),18
CCN(average),3.0
CCN(violate),0
LOC(worst),74
LOC(average),18.0
LOC(violate),0
Parameter(worst),9
Parameter(average),2.9
Parameter(violate),3
Token(worst),562
Token(average),142.2
type,value
CCN(warning),7
LOC(warning),0
Parameter(warning),0
