type,value
CCN(worst),1
CCN(average),1.0
CCN(violate),0
LOC(worst),196
LOC(average),103.77777777777777
LOC(violate),0
Parameter(worst),2
Parameter(average),0.4444444444444444
Parameter(violate),0
Token(worst),799
Token(average),433.6666666666667
