type,value
CCN(worst),18
CCN(average),5.9
CCN(violate),0
LOC(worst),86
LOC(average),37.2
LOC(violate),0
Parameter(worst),11
Parameter(average),1.5
Parameter(violate),1
Token(worst),681
Token(average),246.7
CCN(warning),6
LOC(warning),0
Parameter(warning),0
