type,value
CCN(worst),1
CCN(average),1.0
CCN(violate),0
LOC(worst),265
LOC(average),134.6
LOC(violate),3
Parameter(worst),2
Parameter(average),0.4
Parameter(violate),0
Token(worst),1029
Token(average),547.9
CCN(warning),0
LOC(warning),0
Parameter(warning),0
