type,value
CCN(worst),14
CCN(average),4.5
CCN(violate),0
LOC(worst),59
LOC(average),18.8
LOC(violate),0
Parameter(worst),3
Parameter(average),0.8
Parameter(violate),0
Token(worst),430
Token(average),126.1
CCN(warning),6
LOC(warning),0
Parameter(warning),0
