type,value
CCN(worst),10
CCN(average),2.5
CCN(violate),0
LOC(worst),53
LOC(average),16.4
LOC(violate),0
Parameter(worst),3
Parameter(average),1.1
Parameter(violate),0
Token(worst),496
Token(average),132.8
